,employeeID,degree,location,technicalSkills,previousJobs,appliedJobs,searchedJobs,network
77,77,Data Science,Seattle,"['Javascript', 'Bash', 'C', 'Scala', 'SQL', 'Python', 'Node.js', 'Java', 'Windows', 'Linux', 'MacOS', 'PostGres', 'Azure', 'Scikit-learn', 'AWS', 'MySQLWorkbench']","[606, 1216, 1846, 85, 458]","[1322, 1035, 573]","[1322, 1035, 573]","[178, 470]"
78,78,Computer Science,Houston,"['Python', 'Linux', 'Windows', 'MacOS', 'Azure', 'Oracle', 'PostGres', 'Spring', 'Java', 'SQL']","[1296, 646]","[921, 834]","[921, 834]","[66, 71, 462, 112, 94]"
79,79,Data Science,San Francisco,"['Python', 'Ruby', 'Node.js', 'Angular', 'R', 'React', 'Javascript', 'Scala', 'C', 'Bash', 'Java', 'Linux', 'MacOS', 'NumPy', 'Scikit-learn', 'Oracle', 'SQL']",[527],"[336, 468, 627, 594, 1058, 281, 1717]","[336, 468, 627, 594, 1058, 281, 1717]","[122, 308]"
80,80,Computer Science,Boston,"['React', 'SQL', 'MacOS', 'Linux', 'MySQLWorkbench', 'Scikit-learn', 'Javascript', 'Python']","[1458, 545, 1534, 1595, 960]","[1580, 370, 970, 1351, 770, 1408, 1760, 1353, 1135, 1604]","[1580, 370, 970, 1351, 770, 1408, 1760, 1353, 1135, 1604]","[194, 463, 239, 373, 347]"
81,81,Cyber Security,Seattle,"['Bash', 'R', 'Angular', 'MacOS', 'Linux', 'Oracle', 'NumPy', 'Spring', 'Azure', 'MySQLWorkbench', 'Python', 'Java', 'SQL']","[1582, 1959, 1824]","[884, 45, 379, 174, 1897, 616, 740, 1651]","[884, 45, 379, 174, 1897, 616, 740, 1651]",[206]
82,82,Computer Science,NYC,"['SQL', 'Scala', 'Ruby', 'Python', 'Bash', 'Java', 'Linux', 'MacOS', 'Windows', 'AWS', 'NumPy', 'Oracle', 'PostGres', 'MySQLWorkbench', 'Azure']","[638, 834, 976, 1518, 1979]","[1861, 108, 1691, 130, 929, 165, 626, 73, 1001, 711]","[1861, 108, 1691, 130, 929, 165, 626, 73, 1001, 711]","[187, 13, 382]"
83,83,Cyber Security,Houston,"['Scala', 'Ruby', 'C', 'Angular', 'Swift', 'React', 'C++', 'Java', 'Windows', 'MacOS', 'Linux', 'Oracle', 'Javascript', 'SQL']",[1564],"[1529, 311, 789, 1756, 1971, 1477, 520, 99, 1970, 1795]","[1529, 311, 789, 1756, 1971, 1477, 520, 99, 1970, 1795]",[]
84,84,Data Science,Seattle,"['Bash', 'Python', 'Scala', 'React', 'Swift', 'Node.js', 'Angular', 'HTML/CSS', 'Javascript', 'R', 'Ruby', 'Java', 'SQL', 'MacOS', 'Windows', 'Oracle', 'Scikit-learn']","[1772, 1724, 100, 1865]","[1777, 693, 1640, 1770, 596, 488, 586, 816, 952]","[1777, 693, 1640, 1770, 596, 488, 586, 816, 952]","[136, 458, 348]"
85,85,Cyber Security,Houston,"['React', 'Swift', 'Javascript', 'SQL', 'HTML/CSS', 'C++', 'Ruby', 'C', 'Bash', 'Angular', 'Linux', 'Windows', 'NumPy', 'PostGres', 'AWS', 'Scikit-learn', 'Azure', 'Oracle', 'Python']",[],"[1139, 733, 436, 626, 1303, 1541, 1333, 50, 1460, 1961]","[1139, 733, 436, 626, 1303, 1541, 1333, 50, 1460, 1961]",[]
86,86,Computer Science,NYC,"['HTML/CSS', 'Ruby', 'Javascript', 'React', 'Swift', 'Bash', 'R', 'Node.js', 'C', 'Scala', 'Python', 'MacOS', 'Linux', 'Windows', 'Oracle', 'MySQLWorkbench', 'NumPy', 'AWS', 'Azure', 'SQL']","[1088, 1454, 609]","[591, 371, 1733, 373, 928, 1452, 733]","[591, 371, 1733, 373, 928, 1452, 733]",[161]
87,87,Cyber Security,NYC,"['Scala', 'Python', 'Angular', 'Java', 'Bash', 'React', 'HTML/CSS', 'Node.js', 'MacOS', 'Azure', 'Javascript']",[],"[1111, 806, 423, 1929]","[1111, 806, 423, 1929]",[]
88,88,Data Science,San Francisco,"['SQL', 'Node.js', 'C', 'Swift', 'Bash', 'Angular', 'HTML/CSS', 'R', 'Javascript', 'Linux', 'MacOS', 'PostGres', 'Azure', 'MySQLWorkbench', 'NumPy', 'Python']","[1532, 1994, 1191, 1165, 1027]","[276, 1963, 1559, 365, 837, 53, 1490, 523]","[276, 1963, 1559, 365, 837, 53, 1490, 523]","[346, 364]"
89,89,Computer Science,Boston,"['SQL', 'Linux', 'Scikit-learn', 'NumPy', 'Oracle', 'Azure', 'Python']","[1062, 1984]","[553, 1215, 687, 1172, 574, 1316, 854, 1763, 812]","[553, 1215, 687, 1172, 574, 1316, 854, 1763, 812]",[]
90,90,Cyber Security,Seattle,"['Angular', 'C++', 'Java', 'Swift', 'Javascript', 'C', 'Ruby', 'R', 'Node.js', 'HTML/CSS', 'SQL', 'React', 'Python', 'Scala', 'Bash', 'Windows', 'PostGres', 'NumPy', 'MySQLWorkbench', 'Scikit-learn']",[],"[264, 752, 1776, 488, 1657, 1351, 1969, 1390, 267, 566]","[264, 752, 1776, 488, 1657, 1351, 1969, 1390, 267, 566]",[]
91,91,Computer Science,NYC,"['Ruby', 'Swift', 'Bash', 'Java', 'C', 'Scala', 'C++', 'Linux', 'NumPy', 'PostGres', 'Python', 'SQL']","[296, 1129, 130, 1298, 1737]","[1144, 632, 1468, 1819, 339, 1374, 876, 453, 439, 1713]","[1144, 632, 1468, 1819, 339, 1374, 876, 453, 439, 1713]","[166, 299, 364, 435, 60]"
92,92,Data Science,Boston,"['Ruby', 'Swift', 'Node.js', 'C++', 'Angular', 'MacOS', 'Windows', 'Oracle', 'AWS', 'NumPy', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']","[688, 1617, 201]","[1163, 674, 1629, 505, 1255, 940, 669]","[1163, 674, 1629, 505, 1255, 940, 669]","[73, 251, 141]"
93,93,Data Science,Seattle,"['Python', 'HTML/CSS', 'Scala', 'Swift', 'C', 'C++', 'SQL', 'Ruby', 'Bash', 'React', 'Java', 'Angular', 'Windows', 'MacOS', 'PostGres', 'AWS', 'MySQLWorkbench', 'Spring', 'Scikit-learn', 'Oracle', 'Azure', 'Javascript']","[1466, 1263, 997, 76, 278]","[403, 984, 1701, 465, 1556, 1844]","[403, 984, 1701, 465, 1556, 1844]",[245]
94,94,Data Science,Boston,"['Javascript', 'Swift', 'React', 'HTML/CSS', 'R', 'Python', 'C++', 'Angular', 'Scala', 'Bash', 'SQL', 'Java', 'Ruby', 'Node.js', 'C', 'MacOS', 'Windows']","[1413, 62, 875, 646, 1834]","[1645, 1480, 710, 1993, 1605, 1056, 1027, 170, 889, 1205]","[1645, 1480, 710, 1993, 1605, 1056, 1027, 170, 889, 1205]","[0, 78, 462, 112, 309, 29]"
95,95,Computer Science,Houston,"['React', 'Node.js', 'Python', 'Swift', 'Angular', 'Ruby', 'Javascript', 'Java', 'HTML/CSS', 'Windows', 'Linux', 'PostGres', 'Scikit-learn', 'Azure', 'AWS', 'NumPy', 'SQL']","[1248, 369]","[1989, 92, 231]","[1989, 92, 231]",[309]
96,96,Computer Science,Boston,"['React', 'C++', 'Angular', 'HTML/CSS', 'Javascript', 'Ruby', 'MacOS', 'Windows', 'PostGres', 'Azure', 'SQL']","[1640, 1821]","[531, 785, 1968, 1791, 1354]","[531, 785, 1968, 1791, 1354]",[]
97,97,Data Science,San Francisco,"['Node.js', 'C++', 'Python', 'SQL', 'Ruby', 'Java', 'Scala', 'Windows', 'Javascript']","[1565, 1840]","[1759, 1117, 1850, 1822, 286, 1425, 574]","[1759, 1117, 1850, 1822, 286, 1425, 574]",[183]
98,98,Data Science,Boston,"['Javascript', 'R', 'C++', 'HTML/CSS', 'Swift', 'Java', 'Windows', 'MacOS', 'Scikit-learn', 'Spring', 'Oracle', 'Azure', 'NumPy', 'Python', 'SQL']","[1377, 743, 850, 311]","[1893, 21, 1092, 1494, 271, 568]","[1893, 21, 1092, 1494, 271, 568]","[344, 19, 117, 30]"
99,99,Computer Science,NYC,"['Node.js', 'C', 'Java', 'Javascript', 'MacOS', 'Scikit-learn', 'NumPy', 'Spring', 'AWS', 'Oracle', 'Azure', 'MySQLWorkbench', 'Python', 'SQL']",[],"[751, 863, 1770]","[751, 863, 1770]",[]
100,100,Computer Science,Boston,"['C', 'Ruby', 'C++', 'Python', 'Linux', 'MacOS', 'Scikit-learn', 'Oracle', 'Spring', 'PostGres', 'Azure', 'MySQLWorkbench', 'Java', 'SQL']","[1155, 1083, 740]","[661, 1374, 769, 148, 1849, 433, 1584]","[661, 1374, 769, 148, 1849, 433, 1584]","[466, 235, 429]"
101,101,Information Science,Houston,"['R', 'Swift', 'Python', 'SQL', 'Linux', 'Azure', 'MySQLWorkbench', 'AWS', 'Spring', 'PostGres', 'Java']",[],[755],[755],[]
102,102,Computer Science,NYC,"['Angular', 'Bash', 'Swift', 'HTML/CSS', 'Windows', 'Scikit-learn', 'MySQLWorkbench', 'PostGres', 'Azure', 'Oracle', 'NumPy', 'Python', 'SQL']","[168, 1016, 1802, 1405, 1028]","[730, 1756, 117, 1586, 319, 1786, 1568, 1654]","[730, 1756, 117, 1586, 319, 1786, 1568, 1654]","[240, 452]"
103,103,Cyber Security,Houston,"['Swift', 'Angular', 'Bash', 'SQL', 'Python', 'Javascript', 'Java', 'React', 'R', 'MacOS', 'Windows', 'Linux', 'AWS', 'NumPy', 'Oracle', 'Azure']",[1928],"[1783, 434, 344, 1963, 1598, 1895, 964]","[1783, 434, 344, 1963, 1598, 1895, 964]",[216]
104,104,Computer Science,San Francisco,"['HTML/CSS', 'C++', 'Scala', 'R', 'Python', 'Javascript', 'Node.js', 'React', 'Java', 'SQL', 'Angular', 'MacOS', 'Windows', 'MySQLWorkbench', 'AWS', 'Scikit-learn', 'PostGres', 'Oracle']","[800, 1335, 1680, 864]","[169, 1294, 1537, 1633, 653, 700]","[169, 1294, 1537, 1633, 653, 700]","[241, 460, 359]"
105,105,Cyber Security,NYC,"['Python', 'Angular', 'Scala', 'C++', 'Java', 'HTML/CSS', 'Node.js', 'React', 'Swift', 'Bash', 'Ruby', 'MacOS', 'Windows', 'Oracle', 'AWS', 'Javascript', 'SQL']",[],"[274, 1472, 1063, 677, 1179, 1712, 1172, 172, 193, 1647]","[274, 1472, 1063, 677, 1179, 1712, 1172, 172, 193, 1647]",[]
106,106,Cyber Security,Houston,"['React', 'HTML/CSS', 'R', 'Java', 'Javascript', 'C++', 'C', 'SQL', 'Python', 'Bash', 'Node.js', 'Angular', 'MacOS', 'Azure', 'PostGres']",[],"[826, 1330, 1145, 106]","[826, 1330, 1145, 106]",[]
107,107,Cyber Security,Houston,"['Ruby', 'R', 'React', 'C', 'Node.js', 'HTML/CSS', 'Python', 'Angular', 'Bash', 'Scala', 'Java', 'SQL', 'C++', 'Javascript', 'Linux', 'Windows', 'MacOS', 'Scikit-learn', 'AWS']","[1997, 530]","[1953, 1671, 1702, 1649, 1418, 892, 367, 1107, 1012, 298]","[1953, 1671, 1702, 1649, 1418, 892, 367, 1107, 1012, 298]","[315, 245]"
108,108,Information Science,San Francisco,"['Node.js', 'Javascript', 'Angular', 'Swift', 'SQL', 'Ruby', 'Bash', 'R', 'Python', 'Java', 'React', 'HTML/CSS', 'Scala', 'Linux', 'Windows']","[1548, 1286, 1970]","[1608, 357, 832, 326, 869, 218]","[1608, 357, 832, 326, 869, 218]","[355, 339]"
109,109,Cyber Security,Houston,"['R', 'HTML/CSS', 'Angular', 'Scala', 'React', 'Bash', 'SQL', 'MacOS', 'AWS', 'MySQLWorkbench', 'NumPy', 'PostGres', 'Azure', 'Javascript', 'Python']",[1746],"[1253, 1583, 1106, 1141, 1848, 1279, 1913, 777, 1982, 1298]","[1253, 1583, 1106, 1141, 1848, 1279, 1913, 777, 1982, 1298]",[]
110,110,Data Science,Boston,"['Python', 'C++', 'HTML/CSS', 'Scala', 'C', 'R', 'Java', 'Bash', 'React', 'Swift', 'Angular', 'MacOS', 'Windows', 'Oracle', 'PostGres', 'Spring', 'NumPy', 'Javascript', 'SQL']",[962],"[87, 1474, 1703, 1468, 551, 498, 546, 662, 219]","[87, 1474, 1703, 1468, 551, 498, 546, 662, 219]","[126, 46]"
111,111,Information Science,NYC,"['Java', 'Swift', 'R', 'HTML/CSS', 'MacOS', 'Windows', 'Linux']",[],"[1115, 1291, 516, 316]","[1115, 1291, 516, 316]",[]
112,112,Cyber Security,Seattle,"['Angular', 'C++', 'Bash', 'C', 'SQL', 'Python', 'Java', 'React', 'Ruby', 'Node.js', 'HTML/CSS', 'Linux', 'MacOS', 'Windows', 'AWS', 'NumPy', 'Scikit-learn', 'PostGres', 'Oracle', 'MySQLWorkbench', 'Azure', 'Javascript']","[1064, 1119, 872, 646]","[1076, 320, 243, 371, 991, 822, 107]","[1076, 320, 243, 371, 991, 822, 107]","[94, 462, 78]"
113,113,Data Science,Houston,"['Swift', 'React', 'Angular', 'HTML/CSS', 'Python', 'Scala', 'C', 'C++', 'MacOS', 'Linux', 'Javascript']",[],"[1245, 1597, 1415]","[1245, 1597, 1415]",[]
114,114,Data Science,San Francisco,"['Node.js', 'Bash', 'Angular', 'Javascript', 'Ruby', 'C', 'MacOS', 'Windows']","[1712, 659, 801, 255, 783]","[1815, 1501, 1917, 829, 1555, 1722, 491, 1792, 319, 864]","[1815, 1501, 1917, 829, 1555, 1722, 491, 1792, 319, 864]","[376, 361, 116]"
115,115,Cyber Security,NYC,"['Angular', 'C++', 'Python', 'Ruby', 'Linux', 'Scikit-learn', 'Spring', 'NumPy', 'Azure', 'PostGres', 'AWS', 'Java', 'SQL']",[],"[88, 1831, 1060, 1493, 26, 174, 1263, 1314, 220, 1743]","[88, 1831, 1060, 1493, 26, 174, 1263, 1314, 220, 1743]",[]
116,116,Computer Science,San Francisco,"['Javascript', 'Scala', 'C++', 'React', 'Bash', 'SQL', 'Swift', 'Java', 'Python', 'HTML/CSS', 'C', 'Linux', 'Windows', 'Oracle', 'NumPy', 'Scikit-learn', 'Spring', 'PostGres']","[1712, 1825, 1151]","[462, 416, 251, 1639, 683, 430, 517, 1819, 173, 126]","[462, 416, 251, 1639, 683, 430, 517, 1819, 173, 126]","[16, 114, 376, 62]"
117,117,Information Science,Seattle,"['HTML/CSS', 'Java', 'Swift', 'React', 'Bash', 'SQL', 'Javascript', 'Python', 'MacOS', 'Windows', 'MySQLWorkbench', 'Scikit-learn', 'AWS', 'Oracle', 'Spring']","[972, 467, 311, 11]","[723, 1076, 420, 971, 1554, 1746, 98, 1295, 1890]","[723, 1076, 420, 971, 1554, 1746, 98, 1295, 1890]","[98, 254, 286]"
118,118,Cyber Security,NYC,"['Swift', 'R', 'HTML/CSS', 'Javascript', 'MacOS', 'NumPy', 'PostGres', 'Azure', 'Oracle', 'Scikit-learn', 'Python', 'SQL']","[582, 653]","[703, 1145, 978, 130, 592, 1475]","[703, 1145, 978, 130, 592, 1475]",[29]
119,119,Information Science,Houston,"['C', 'Swift', 'HTML/CSS', 'SQL', 'MacOS', 'Linux', 'Windows', 'Spring', 'AWS', 'Azure', 'Python', 'Java']",[],"[1490, 525, 391, 555, 7]","[1490, 525, 391, 555, 7]",[]
120,120,Computer Science,Houston,"['Angular', 'C', 'Windows', 'MacOS', 'Azure', 'Spring', 'NumPy', 'Python', 'Java']","[776, 322, 186, 345]","[1630, 469, 1928, 1756, 1730, 1407]","[1630, 469, 1928, 1756, 1730, 1407]","[496, 386, 151]"
121,121,Data Science,San Francisco,"['Swift', 'Angular', 'C', 'Bash', 'R', 'HTML/CSS', 'Python', 'C++', 'React', 'Node.js', 'Windows', 'Linux', 'MacOS', 'Oracle', 'Azure', 'Spring', 'Javascript', 'Java', 'SQL']","[286, 951, 1604, 594, 1972]","[1936, 1547, 1109, 1877, 940, 488, 1412, 1841, 1864, 1710]","[1936, 1547, 1109, 1877, 940, 488, 1412, 1841, 1864, 1710]","[314, 475, 239]"
122,122,Data Science,Boston,"['R', 'SQL', 'HTML/CSS', 'Bash', 'React', 'Angular', 'Scala', 'Python', 'Linux', 'AWS', 'NumPy', 'Azure', 'MySQLWorkbench', 'Javascript']","[527, 52, 1379]","[293, 1129, 92, 454, 1955, 1461, 608, 1478, 1846, 1368]","[293, 1129, 92, 454, 1955, 1461, 608, 1478, 1846, 1368]","[297, 435, 308, 79]"
123,123,Computer Science,San Francisco,"['Scala', 'R', 'Bash', 'C', 'C++', 'Python', 'Angular', 'Ruby', 'Node.js', 'HTML/CSS', 'SQL', 'Swift', 'Javascript', 'Linux', 'PostGres', 'MySQLWorkbench', 'Azure', 'Spring', 'Scikit-learn', 'Java']",[],"[243, 945, 155, 387]","[243, 945, 155, 387]",[]
124,124,Cyber Security,San Francisco,"['Ruby', 'C++', 'Scala', 'Angular', 'Java', 'Node.js', 'Swift', 'React', 'Python', 'HTML/CSS', 'MacOS', 'Linux', 'MySQLWorkbench', 'Oracle', 'AWS', 'Spring', 'PostGres', 'Scikit-learn', 'Javascript', 'SQL']","[978, 503]","[1482, 1927, 1322, 1948, 1288, 485, 825, 375]","[1482, 1927, 1322, 1948, 1288, 485, 825, 375]",[]
125,125,Information Science,Houston,"['R', 'Ruby', 'C', 'HTML/CSS', 'C++', 'MacOS', 'AWS', 'PostGres', 'Azure', 'Python', 'SQL']","[179, 717, 1044]","[673, 1102, 1631, 1435, 1314, 945, 1045, 1452, 1240]","[673, 1102, 1631, 1435, 1314, 945, 1045, 1452, 1240]","[0, 451, 456]"
126,126,Computer Science,Boston,"['C', 'Bash', 'Ruby', 'Javascript', 'Node.js', 'R', 'SQL', 'Linux']","[962, 171, 601, 462]","[464, 1896, 792, 969, 1923, 165, 1497, 1242, 1385]","[464, 1896, 792, 969, 1923, 165, 1497, 1242, 1385]","[110, 46]"
127,127,Information Science,NYC,"['C++', 'MacOS', 'Linux', 'Azure', 'NumPy', 'Scikit-learn', 'Python']",[],"[190, 809, 866]","[190, 809, 866]",[]
128,128,Information Science,Houston,"['Bash', 'Python', 'Windows', 'Linux', 'MacOS', 'Scikit-learn', 'MySQLWorkbench', 'Oracle', 'SQL']",[1234],"[1035, 1607, 661, 1087, 708, 62, 1961, 1137, 1190]","[1035, 1607, 661, 1087, 708, 62, 1961, 1137, 1190]",[]
129,129,Computer Science,Seattle,"['C++', 'Angular', 'Python', 'Ruby', 'Scala', 'SQL', 'React', 'Node.js', 'C', 'Javascript', 'Linux', 'MySQLWorkbench']","[207, 198]","[1912, 1981, 1624, 1687, 884, 1387, 1027, 751, 1149]","[1912, 1981, 1624, 1687, 884, 1387, 1027, 751, 1149]","[312, 300]"
130,130,Computer Science,Seattle,"['HTML/CSS', 'R', 'React', 'Angular', 'MacOS', 'Linux', 'Spring', 'Oracle', 'Javascript', 'Java', 'SQL']",[309],"[1671, 1321, 1526, 619, 1823]","[1671, 1321, 1526, 619, 1823]",[342]
131,131,Information Science,NYC,"['Ruby', 'React', 'Java', 'Scala', 'C++', 'Javascript', 'Swift', 'Angular', 'Linux', 'Windows', 'Azure', 'PostGres', 'SQL']","[1352, 565]","[1162, 702, 1782, 337]","[1162, 702, 1782, 337]",[366]
132,132,Data Science,NYC,"['Javascript', 'Ruby', 'SQL', 'Java', 'R', 'Bash', 'Windows', 'MacOS', 'PostGres', 'Spring', 'MySQLWorkbench', 'Oracle']",[],"[1583, 1098, 1757, 183, 285, 1363, 653, 267, 1179]","[1583, 1098, 1757, 183, 285, 1363, 653, 267, 1179]",[]
133,133,Cyber Security,NYC,"['Node.js', 'Java', 'Angular', 'C', 'Python', 'Bash', 'HTML/CSS', 'C++', 'SQL', 'React', 'Javascript', 'Linux', 'MacOS', 'Windows', 'Oracle', 'Spring', 'Scikit-learn', 'MySQLWorkbench', 'NumPy']",[1472],"[1525, 849, 907, 397, 1488, 843, 119, 338, 207, 1712]","[1525, 849, 907, 397, 1488, 843, 119, 338, 207, 1712]","[136, 187]"
134,134,Computer Science,San Francisco,"['Python', 'Java', 'Bash', 'C++', 'MacOS', 'Windows', 'AWS']","[433, 1776, 92]","[539, 1374, 18, 395, 663, 1802, 1028, 934, 1902, 863]","[539, 1374, 18, 395, 663, 1802, 1028, 934, 1902, 863]","[38, 262, 168, 172, 401]"
135,135,Computer Science,Houston,"['Ruby', 'Bash', 'Node.js', 'Scala', 'SQL', 'Python', 'React', 'C', 'C++', 'Javascript', 'Swift', 'HTML/CSS', 'R', 'Angular', 'Java', 'Linux', 'Windows', 'MacOS', 'AWS', 'Azure', 'Spring', 'NumPy', 'Scikit-learn', 'MySQLWorkbench', 'Oracle']","[509, 867, 1066, 1705, 1476]","[333, 1913, 1559, 541, 1973, 1864, 1114, 1399]","[333, 1913, 1559, 541, 1973, 1864, 1114, 1399]","[376, 308, 477, 463]"
136,136,Data Science,San Francisco,"['Scala', 'Swift', 'Linux', 'Windows', 'NumPy', 'Spring', 'Oracle', 'PostGres', 'Python', 'Java', 'SQL']","[1472, 192, 100, 1019]","[1684, 1324, 1628, 445, 1514, 1915, 1376, 1653, 495]","[1684, 1324, 1628, 445, 1514, 1915, 1376, 1653, 495]","[187, 84, 133]"
137,137,Information Science,Houston,"['Javascript', 'Angular', 'C++', 'Scala', 'Node.js', 'C', 'HTML/CSS', 'Java', 'React', 'Ruby', 'MacOS', 'Windows', 'Linux', 'Spring', 'MySQLWorkbench', 'SQL']",[1082],"[6, 1709, 161, 448, 1625, 644, 799, 1700]","[6, 1709, 161, 448, 1625, 644, 799, 1700]",[]
138,138,Computer Science,Houston,"['R', 'Java', 'Angular', 'Linux', 'Windows', 'MacOS']","[1367, 1993, 1461]","[1850, 1427, 1114, 1043, 531, 1353, 662, 233, 924, 456]","[1850, 1427, 1114, 1043, 531, 1353, 662, 233, 924, 456]",[]
139,139,Computer Science,Houston,"['Ruby', 'Bash', 'C++', 'Python', 'Angular', 'Node.js', 'C', 'React', 'Javascript', 'MacOS', 'Windows', 'Linux', 'Oracle', 'MySQLWorkbench', 'Azure', 'Scikit-learn', 'SQL']","[1634, 439]","[1949, 497, 1517, 1054, 242, 1836, 1061, 1199, 600, 1017]","[1949, 497, 1517, 1054, 242, 1836, 1061, 1199, 600, 1017]",[]
140,140,Information Science,Houston,"['R', 'Bash', 'Node.js', 'Swift', 'C', 'SQL', 'React', 'C++', 'Linux', 'Windows', 'MySQLWorkbench', 'AWS', 'NumPy', 'Oracle', 'Javascript', 'Python']",[199],"[915, 1952, 159, 64, 1513, 1090, 1973, 1126, 696, 1410]","[915, 1952, 159, 64, 1513, 1090, 1973, 1126, 696, 1410]","[421, 142]"
141,141,Information Science,Boston,"['C', 'Node.js', 'Javascript', 'Java', 'Python', 'R', 'Angular', 'SQL', 'MacOS', 'Linux', 'NumPy', 'Oracle', 'Spring', 'MySQLWorkbench']","[1049, 690, 201]","[1670, 530, 1907, 330, 1851, 715, 347, 232, 1359]","[1670, 530, 1907, 330, 1851, 715, 347, 232, 1359]","[73, 92, 241]"
142,142,Cyber Security,Seattle,"['React', 'Scala', 'Javascript', 'MacOS', 'Oracle', 'AWS', 'Azure', 'NumPy', 'Scikit-learn', 'Spring', 'MySQLWorkbench', 'Python', 'Java', 'SQL']","[1671, 199, 1734, 110, 926]","[1872, 418, 1632]","[1872, 418, 1632]","[140, 421]"
143,143,Computer Science,NYC,"['Scala', 'MacOS', 'Linux', 'Windows']","[1143, 1761, 1478, 1475, 1361]","[1850, 98, 288, 1393]","[1850, 98, 288, 1393]","[256, 51, 493]"
144,144,Data Science,Boston,"['Angular', 'Swift', 'Bash', 'Scala', 'C', 'HTML/CSS', 'Node.js', 'Ruby', 'SQL', 'Python', 'R', 'C++', 'Windows', 'MacOS', 'Azure', 'NumPy', 'Spring', 'Oracle', 'PostGres', 'Javascript', 'Java']","[1459, 941, 992, 1349]","[1256, 1038, 1049, 1350, 892, 302, 1952, 206, 1838]","[1256, 1038, 1049, 1350, 892, 302, 1952, 206, 1838]",[403]
145,145,Computer Science,NYC,"['R', 'C', 'Swift', 'Scala', 'Javascript', 'React', 'Angular', 'Node.js', 'Bash', 'C++', 'Python', 'SQL', 'Ruby', 'Java', 'Windows', 'MacOS', 'Linux', 'Azure', 'Spring', 'Oracle']","[1553, 1291]","[462, 1521, 130, 459, 1083, 1769, 1922, 304, 349, 1040]","[462, 1521, 130, 459, 1083, 1769, 1922, 304, 349, 1040]",[]
146,146,Computer Science,Houston,"['Javascript', 'Bash', 'Angular', 'Node.js', 'Scala', 'C++', 'Java', 'Python', 'Windows', 'Linux', 'Spring', 'Oracle', 'Azure', 'PostGres', 'NumPy', 'SQL']","[887, 1010, 1210, 1491, 714]","[1847, 1363, 1403, 1987, 258, 674]","[1847, 1363, 1403, 1987, 258, 674]","[65, 313]"
147,147,Information Science,NYC,"['HTML/CSS', 'C', 'Node.js', 'SQL', 'Python', 'Swift', 'Linux', 'MacOS', 'Windows', 'Oracle', 'AWS', 'NumPy', 'Spring', 'PostGres', 'Scikit-learn', 'Javascript', 'Java']","[1009, 133]","[1863, 164, 59, 1093, 330, 1814, 1319, 1043, 1345]","[1863, 164, 59, 1093, 330, 1814, 1319, 1043, 1345]",[]
148,148,Data Science,San Francisco,"['R', 'Python', 'SQL', 'Java', 'Angular', 'Javascript', 'HTML/CSS', 'Node.js', 'Swift', 'C++', 'C', 'React', 'Bash', 'Scala', 'Windows', 'MacOS', 'Linux', 'PostGres', 'Azure', 'AWS', 'Oracle', 'NumPy']",[1707],"[482, 1438, 980, 1944, 1621, 1315, 1059, 664, 1858, 1715]","[482, 1438, 980, 1944, 1621, 1315, 1059, 664, 1858, 1715]",[324]
149,149,Data Science,Houston,"['HTML/CSS', 'Javascript', 'React', 'Angular', 'Ruby', 'Scala', 'Node.js', 'R', 'C', 'SQL', 'Linux', 'Windows', 'MacOS', 'Spring', 'MySQLWorkbench', 'PostGres', 'AWS', 'Scikit-learn', 'Azure', 'NumPy', 'Python', 'Java']","[1045, 1974, 727, 1552]","[793, 1186, 806, 606, 1281, 251, 83, 1342]","[793, 1186, 806, 606, 1281, 251, 83, 1342]","[416, 378, 19]"
150,150,Computer Science,NYC,"['HTML/CSS', 'SQL', 'Java', 'C++', 'Python', 'C', 'Swift', 'R', 'Angular', 'Node.js', 'Bash', 'Javascript', 'Windows', 'MacOS']","[1020, 1169, 814, 1442, 681]","[1626, 1736, 551, 273, 1191, 766]","[1626, 1736, 551, 273, 1191, 766]","[344, 390, 262, 432]"
151,151,Computer Science,San Francisco,"['Angular', 'Java', 'Node.js', 'SQL', 'Bash', 'HTML/CSS', 'Ruby', 'Python', 'Javascript', 'Swift', 'C++', 'React', 'R', 'Linux', 'Scikit-learn', 'NumPy', 'AWS', 'PostGres', 'MySQLWorkbench', 'Oracle']","[244, 822, 345]","[115, 536, 1270, 1495, 1240, 1536, 176, 908]","[115, 536, 1270, 1495, 1240, 1536, 176, 908]",[120]
152,152,Information Science,Houston,"['Python', 'Angular', 'Linux', 'Azure', 'MySQLWorkbench', 'AWS', 'Spring', 'NumPy', 'Java', 'SQL']","[1684, 39, 1277]","[186, 578, 167, 1155]","[186, 578, 167, 1155]",[]
153,153,Cyber Security,Seattle,"['React', 'Python', 'Angular', 'Javascript', 'C++', 'Ruby', 'Bash', 'Java', 'R', 'SQL', 'MacOS', 'Oracle', 'PostGres', 'Scikit-learn', 'MySQLWorkbench', 'AWS', 'Spring']",[1731],"[1551, 709, 1662, 876, 1046, 1115, 1932, 204, 1215, 671]","[1551, 709, 1662, 876, 1046, 1115, 1932, 204, 1215, 671]",[]
