,jobID,degree,location,technicalSkills,preferredSkills,jobTitle
370,370,Computer Science,Houston,"['Angular', 'Python', 'C', 'HTML/CSS', 'Ruby', 'Java', 'SQL']","['PostGres', 'Javascript', 'Spring', 'R']",Full Stack Developer
371,371,Computer Science,Seattle,"['SQL', 'R', 'Ruby', 'Python']",['AWS'],Machine Learning Engineer
372,372,Information Science,NYC,"['C++', 'Python', 'Javascript', 'PostGres', 'NumPy', 'Azure', 'Oracle', 'SQL']",['Java'],Systems administrator
373,373,Information Science,NYC,"['HTML/CSS', 'Javascript', 'Ruby', 'C', 'Java', 'Python', 'PostGres', 'NumPy', 'SQL']","['Angular', 'MySQLWorkbench', 'R', 'Azure']",Systems analyst
374,374,Cyber Security,San Francisco,"['C++', 'R', 'SQL', 'Javascript', 'C', 'AWS', 'Azure', 'MySQLWorkbench', 'Oracle']",['Python'],Data Recovery Professional
375,375,Data Science,San Francisco,"['SQL', 'Swift', 'C', 'Python', 'NumPy', 'PostGres']",['R'],Database Application Specialist
376,376,Data Science,Houston,"['Ruby', 'Swift', 'Oracle', 'AWS', 'Python', 'SQL']","['NumPy', 'Scala']",Database Application Specialist
377,377,Computer Science,San Francisco,"['Python', 'HTML/CSS', 'Ruby', 'SQL', 'Azure']","['NumPy', 'Scala']",Full Stack Developer
378,378,Data Science,Seattle,"['Bash', 'React', 'C++', 'HTML/CSS', 'Scikit-learn', 'NumPy', 'Javascript', 'Python', 'Java']","['R', 'Spring', 'Angular', 'Swift']",Data Scientist
379,379,Information Science,NYC,"['React', 'Bash', 'Python', 'Azure', 'AWS', 'Oracle', 'Javascript', 'SQL']",['NumPy'],Database Applications Specialist
380,380,Computer Science,Boston,"['C++', 'R', 'Scala', 'Python', 'HTML/CSS', 'Javascript', 'Oracle', 'Spring', 'Java', 'SQL']",['AWS'],Full Stack Developer
381,381,Information Science,Boston,"['React', 'Java', 'Node.js', 'Javascript', 'Angular', 'AWS']",['Python'],Intelligence Specialist
382,382,Information Science,Seattle,"['Bash', 'HTML/CSS', 'Ruby', 'C++', 'SQL', 'Azure', 'Javascript']","['PostGres', 'Node.js']",Systems analyst
383,383,Cyber Security,Seattle,"['Node.js', 'Angular', 'Bash', 'Javascript', 'React', 'Spring', 'Oracle', 'Java', 'SQL']","['HTML/CSS', 'C++']",Information Security Analyst
384,384,Computer Science,Boston,"['Ruby', 'Bash', 'HTML/CSS', 'MySQLWorkbench', 'NumPy', 'PostGres', 'Python', 'SQL']",['Javascript'],Full Stack Developer
385,385,Data Science,NYC,"['C++', 'Swift', 'React', 'C', 'Python', 'Scikit-learn', 'Javascript', 'SQL']","['MySQLWorkbench', 'Oracle']",Data Scientist
386,386,Computer Science,Seattle,"['React', 'Swift', 'R', 'Python', 'PostGres', 'MySQLWorkbench', 'Javascript', 'SQL']","['Oracle', 'Bash', 'Scikit-learn']",Full Stack Developer
387,387,Information Science,Seattle,"['SQL', 'Scala', 'Python', 'Ruby', 'Oracle', 'Javascript', 'Java']","['MySQLWorkbench', 'HTML/CSS', 'Spring', 'R', 'React']",Data Analyst
388,388,Data Science,San Francisco,"['SQL', 'Node.js', 'Java', 'C', 'MySQLWorkbench', 'Javascript']","['Azure', 'React', 'C++', 'Swift']",Data Analyst
389,389,Information Science,Seattle,"['React', 'Python', 'Scala', 'NumPy', 'Javascript']","['MySQLWorkbench', 'HTML/CSS', 'SQL']",Systems administrator
390,390,Information Science,San Francisco,"['Javascript', 'Python', 'AWS', 'SQL']","['Scala', 'Oracle']",Systems administrator
391,391,Computer Science,NYC,"['C', 'Bash', 'Node.js', 'R', 'Ruby', 'Python', 'HTML/CSS', 'Scala', 'Azure', 'Javascript', 'Java']",['Spring'],Front End Engineer
392,392,Computer Science,Boston,"['SQL', 'Angular', 'HTML/CSS', 'Bash', 'React', 'Oracle', 'MySQLWorkbench', 'Javascript']",['Node.js'],React Developer
393,393,Information Science,NYC,"['Bash', 'Angular', 'HTML/CSS', 'MySQLWorkbench', 'Azure', 'Oracle', 'SQL']",['C++'],Systems administrator
394,394,Data Science,Seattle,"['C++', 'Scala', 'HTML/CSS', 'Angular', 'Python', 'Scikit-learn']","['Java', 'Ruby', 'Azure']",Data Scientist
395,395,Data Science,San Francisco,"['C++', 'R', 'NumPy', 'Scikit-learn', 'AWS', 'Python', 'SQL']",['MySQLWorkbench'],Machine Learning Engineer
396,396,Data Science,NYC,"['NumPy', 'Spring', 'Azure', 'Python', 'Java', 'SQL']","['R', 'MySQLWorkbench', 'React', 'Javascript']",Data Scientist
397,397,Information Science,Houston,"['R', 'C', 'Python', 'Oracle', 'Javascript', 'SQL']",['React'],Data Engineer
398,398,Cyber Security,San Francisco,"['C++', 'Angular', 'HTML/CSS', 'Ruby', 'NumPy', 'Oracle', 'Python', 'SQL']",[],Cryptographer
399,399,Cyber Security,San Francisco,"['Javascript', 'R', 'MySQLWorkbench', 'Spring', 'Java', 'SQL']",['Azure'],Information Security Analyst
400,400,Information Science,San Francisco,"['Angular', 'Javascript', 'Scala', 'C', 'React', 'C++', 'Python', 'MySQLWorkbench', 'NumPy', 'SQL']",['Java'],Data Analyst
401,401,Information Science,Houston,"['Javascript', 'SQL', 'Bash', 'Java', 'C++', 'PostGres', 'MySQLWorkbench', 'AWS', 'Python']",['Scikit-learn'],Database Applications Specialist
402,402,Data Science,NYC,"['R', 'Ruby', 'C', 'Node.js', 'C++', 'Java', 'Scikit-learn', 'Javascript', 'Python', 'SQL']","['MySQLWorkbench', 'Bash']",Database Application Specialist
403,403,Computer Science,NYC,"['Angular', 'Bash', 'Java', 'Ruby', 'NumPy', 'PostGres', 'Python', 'SQL']",['Scikit-learn'],Software Developer
404,404,Cyber Security,Boston,"['Javascript', 'Swift', 'Ruby', 'Angular', 'Node.js', 'C++', 'Azure']",['Bash'],Network Security Engineer
405,405,Cyber Security,Houston,"['SQL', 'Node.js', 'Scikit-learn', 'MySQLWorkbench', 'Javascript', 'Python']",['C'],Network Security Engineer
406,406,Information Science,Houston,"['Javascript', 'C++', 'SQL', 'R', 'C', 'Ruby', 'MySQLWorkbench', 'Azure', 'Python']","['Swift', 'AWS', 'Node.js']",Systems analyst
407,407,Computer Science,San Francisco,"['R', 'Ruby', 'Python', 'Javascript', 'Bash', 'PostGres', 'AWS', 'Oracle', 'SQL']","['Scikit-learn', 'Angular', 'React']",Full Stack Developer
408,408,Data Science,Houston,"['Java', 'Python', 'Angular', 'Ruby', 'AWS', 'Javascript']","['C', 'React', 'SQL']",Database Application Specialist
409,409,Data Science,Houston,"['React', 'Javascript', 'Python']",['AWS'],Data Analyst
410,410,Computer Science,Houston,"['Ruby', 'Bash', 'Javascript', 'Scikit-learn', 'Python']","['SQL', 'C++']",Front End Engineer
411,411,Cyber Security,NYC,"['Javascript', 'Swift', 'MySQLWorkbench', 'PostGres', 'Oracle', 'Java', 'SQL']",['Spring'],Network Security Engineer
412,412,Information Science,San Francisco,"['React', 'Ruby', 'Bash', 'PostGres', 'Javascript', 'Python', 'SQL']",['NumPy'],Data Analyst
413,413,Computer Science,NYC,"['Javascript', 'Swift', 'Scikit-learn', 'AWS', 'Python']",['C++'],Web Developer
414,414,Information Science,Seattle,"['Ruby', 'HTML/CSS', 'Python', 'Angular', 'Java', 'React', 'Scala', 'MySQLWorkbench', 'Oracle', 'Javascript', 'SQL']",['Bash'],Intelligence Specialist
415,415,Cyber Security,San Francisco,"['Angular', 'Bash', 'R', 'Scala', 'HTML/CSS', 'React', 'MySQLWorkbench', 'NumPy', 'Oracle', 'Javascript', 'Python', 'SQL']",['Node.js'],Data Recovery Professional
416,416,Data Science,Houston,"['Java', 'React', 'C++', 'Scikit-learn', 'Azure', 'Javascript', 'Python']","['R', 'Scala', 'SQL']",Database Application Specialist
417,417,Data Science,NYC,"['C', 'C++', 'React', 'Bash', 'MySQLWorkbench', 'Javascript', 'SQL']","['R', 'HTML/CSS']",Data Analyst
418,418,Cyber Security,Boston,"['Bash', 'HTML/CSS', 'Ruby', 'Java', 'R', 'Scala', 'NumPy', 'Spring', 'AWS', 'Python']","['PostGres', 'SQL']",Penetration Tester
419,419,Cyber Security,Boston,"['Javascript', 'Python', 'SQL', 'Angular', 'Bash', 'React', 'Azure']","['Swift', 'Scala']",Penetration Tester
420,420,Cyber Security,Boston,"['React', 'Javascript', 'SQL', 'Swift', 'C++', 'Scala', 'Java', 'Spring', 'Scikit-learn', 'Python']","['C', 'MySQLWorkbench']",Penetration Tester
421,421,Data Science,Boston,"['R', 'Bash', 'Node.js', 'MySQLWorkbench', 'PostGres', 'Javascript', 'SQL']",['C++'],Data Analyst
422,422,Computer Science,Boston,"['React', 'SQL', 'Bash', 'HTML/CSS', 'Angular', 'Node.js', 'Javascript', 'PostGres', 'Python']","['NumPy', 'Java', 'MySQLWorkbench']",Full Stack Developer
423,423,Computer Science,San Francisco,"['SQL', 'React', 'R', 'Angular', 'PostGres', 'AWS', 'NumPy', 'Javascript', 'Python']",['Ruby'],Full Stack Developer
424,424,Computer Science,San Francisco,"['Python', 'HTML/CSS', 'C', 'Oracle', 'Azure', 'Javascript', 'SQL']","['NumPy', 'AWS', 'Node.js']",Full Stack Developer
425,425,Information Science,Houston,"['HTML/CSS', 'Node.js', 'Javascript', 'Angular', 'React', 'Oracle', 'NumPy', 'Azure', 'Python', 'SQL']","['Java', 'R']",Systems analyst
426,426,Information Science,Seattle,"['SQL', 'Scala', 'Swift', 'HTML/CSS', 'Spring', 'Java']","['Oracle', 'Azure', 'Ruby', 'C++']",Data Engineer
427,427,Computer Science,San Francisco,"['Angular', 'React', 'C', 'Spring', 'Javascript', 'Java']",['HTML/CSS'],Front End Engineer
428,428,Data Science,Houston,"['Angular', 'SQL', 'Java', 'Scala', 'Python', 'MySQLWorkbench']",['Scikit-learn'],Data Architect
429,429,Data Science,Seattle,"['HTML/CSS', 'Angular', 'SQL', 'C', 'NumPy', 'PostGres', 'MySQLWorkbench', 'Oracle', 'Javascript', 'Python']","['Java', 'Swift', 'React', 'C++']",Data Scientist
430,430,Information Science,Boston,"['Scala', 'PostGres', 'SQL']",['Swift'],Data Analyst
431,431,Cyber Security,Seattle,"['SQL', 'Bash', 'Node.js', 'PostGres', 'Javascript']","['C++', 'Scala']",Network Security Engineer
432,432,Cyber Security,Seattle,"['HTML/CSS', 'Java', 'Ruby', 'React', 'Scala', 'C++', 'Oracle', 'Javascript', 'SQL']",[],Penetration Tester
433,433,Computer Science,Boston,"['SQL', 'Python', 'C++', 'C', 'Angular', 'Ruby', 'NumPy', 'Azure']",['Scikit-learn'],Oracle SQL Developer
434,434,Data Science,Houston,"['Java', 'Javascript', 'React', 'C++', 'Bash', 'SQL', 'AWS', 'PostGres', 'Python']","['R', 'NumPy']",Data Architect
435,435,Cyber Security,Seattle,"['Node.js', 'C++', 'React', 'Angular', 'AWS', 'Javascript']",['Python'],Data Recovery Professional
436,436,Cyber Security,Boston,"['HTML/CSS', 'Ruby', 'Swift', 'Python', 'Bash', 'Oracle', 'Javascript', 'SQL']",['Node.js'],Penetration Tester
437,437,Cyber Security,NYC,"['Ruby', 'Scala', 'React', 'MySQLWorkbench', 'Javascript', 'SQL']",['Java'],Data Recovery Professional
438,438,Cyber Security,Boston,"['Node.js', 'C', 'Java', 'Ruby', 'SQL', 'Oracle', 'Javascript']",['Angular'],Cryptographer
439,439,Computer Science,San Francisco,"['Java', 'Node.js', 'NumPy', 'Javascript', 'Python']",['Swift'],Front End Engineer
440,440,Information Science,San Francisco,"['C', 'Java', 'Scala', 'SQL', 'Angular', 'AWS', 'Oracle', 'MySQLWorkbench', 'Python']",['Bash'],Data Analyst
441,441,Cyber Security,Houston,"['C++', 'C', 'React', 'HTML/CSS', 'Python', 'Javascript', 'Scikit-learn', 'AWS']",['R'],Network Security Engineer
442,442,Information Science,San Francisco,"['Swift', 'Python', 'MySQLWorkbench', 'NumPy', 'Java', 'SQL']","['Spring', 'PostGres']",Database Applications Specialist
443,443,Computer Science,San Francisco,"['HTML/CSS', 'C', 'Python', 'Ruby', 'Java', 'React', 'Angular', 'Scikit-learn', 'Javascript']","['Azure', 'Node.js']",React Developer
444,444,Computer Science,Seattle,"['R', 'HTML/CSS', 'C', 'Scala', 'Azure', 'MySQLWorkbench', 'Scikit-learn', 'Python', 'SQL']",['PostGres'],Full Stack Developer
445,445,Cyber Security,San Francisco,"['Ruby', 'Node.js', 'Bash', 'HTML/CSS', 'C++', 'Scala', 'NumPy', 'Javascript', 'Python']","['Swift', 'Scikit-learn']",Information Security Analyst
446,446,Cyber Security,Boston,"['Scala', 'Angular', 'Swift', 'HTML/CSS', 'C', 'Javascript', 'AWS', 'Scikit-learn', 'PostGres', 'Spring', 'Python', 'Java', 'SQL']","['Bash', 'Node.js']",Data Recovery Professional
447,447,Information Science,Seattle,"['Angular', 'Python', 'Bash', 'HTML/CSS', 'Ruby', 'Azure', 'SQL']",['PostGres'],Data Engineer
448,448,Information Science,Seattle,"['Java', 'Node.js', 'Angular', 'C++', 'HTML/CSS', 'SQL', 'Spring', 'Javascript', 'Python']","['Scikit-learn', 'MySQLWorkbench']",Data Engineer
449,449,Information Science,NYC,"['Javascript', 'SQL', 'Node.js', 'Scikit-learn', 'Python']",['NumPy'],Database Applications Specialist
450,450,Data Science,San Francisco,"['React', 'SQL', 'AWS', 'Javascript', 'Python']",[],Data Scientist
451,451,Information Science,San Francisco,"['C++', 'R', 'Scikit-learn', 'Oracle', 'Python', 'SQL']","['Azure', 'Angular']",Intelligence Specialist
452,452,Computer Science,Boston,"['Node.js', 'Python', 'HTML/CSS', 'Javascript', 'Ruby', 'AWS', 'Spring', 'Java']","['Scala', 'SQL']",Web Developer
453,453,Computer Science,Boston,"['Swift', 'SQL', 'Node.js', 'R', 'Ruby', 'Java', 'Javascript', 'React']",['Spring'],Full Stack Developer
454,454,Cyber Security,Boston,"['HTML/CSS', 'Scala', 'R', 'React', 'Python', 'Javascript']","['Azure', 'Bash']",Information Security Analyst
455,455,Information Science,San Francisco,"['Javascript', 'C', 'Node.js', 'Spring', 'Java']",['Bash'],Database Applications Specialist
456,456,Cyber Security,Houston,"['Angular', 'Swift', 'C', 'Node.js', 'MySQLWorkbench', 'Scikit-learn', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']",['Bash'],Network Security Engineer
457,457,Data Science,Boston,"['Angular', 'SQL', 'Javascript', 'Java', 'Scala', 'Bash', 'R', 'Ruby', 'Spring', 'AWS', 'MySQLWorkbench']","['Azure', 'Python']",Database Application Specialist
458,458,Data Science,NYC,"['Angular', 'HTML/CSS', 'Python', 'R', 'Javascript', 'Swift', 'MySQLWorkbench', 'Oracle', 'NumPy', 'SQL']",['Scikit-learn'],Database Application Specialist
459,459,Cyber Security,Boston,"['Javascript', 'C++', 'SQL', 'Bash', 'Java', 'MySQLWorkbench', 'PostGres', 'Spring', 'Azure']",[],Network Security Engineer
460,460,Computer Science,Seattle,"['Java', 'Oracle', 'SQL']",['Swift'],Software Engineer
461,461,Cyber Security,Boston,"['C', 'Angular', 'Swift', 'SQL', 'Spring', 'Azure', 'AWS', 'Java']","['Python', 'Javascript']",Penetration Tester
462,462,Computer Science,San Francisco,"['React', 'Scala', 'Bash', 'Scikit-learn', 'Javascript', 'Python']",[],Web Developer
463,463,Data Science,San Francisco,"['Javascript', 'Scala', 'React', 'Ruby', 'Python', 'HTML/CSS', 'Java', 'MySQLWorkbench', 'Scikit-learn', 'SQL']","['NumPy', 'Angular']",Data Scientist
464,464,Cyber Security,Seattle,"['HTML/CSS', 'Bash', 'Swift', 'Scala', 'C++', 'Java', 'MySQLWorkbench', 'SQL']","['Spring', 'Oracle']",Penetration Tester
465,465,Computer Science,Seattle,"['Swift', 'Java', 'Bash', 'PostGres', 'Python', 'SQL']","['Oracle', 'Spring', 'NumPy', 'Ruby']",Back-end developer
466,466,Information Science,San Francisco,"['Swift', 'C++', 'Python', 'AWS', 'SQL']","['PostGres', 'Bash']",Database Applications Specialist
467,467,Cyber Security,Seattle,"['SQL', 'R', 'React', 'MySQLWorkbench', 'NumPy', 'AWS', 'Javascript', 'Python']","['PostGres', 'Ruby', 'C']",Network Security Engineer
468,468,Data Science,Boston,"['Scala', 'Angular', 'Java', 'C', 'SQL', 'Python', 'Ruby', 'NumPy', 'Scikit-learn', 'Spring']",['Javascript'],Data Analyst
469,469,Information Science,San Francisco,"['Javascript', 'Angular', 'Java', 'Swift', 'C', 'Spring', 'Azure']",['Scala'],Data Analyst
470,470,Data Science,Houston,"['Javascript', 'Python', 'HTML/CSS', 'Node.js', 'React', 'Java', 'NumPy', 'AWS', 'SQL']","['MySQLWorkbench', 'Swift', 'R']",Machine Learning Engineer
471,471,Computer Science,Houston,"['R', 'Python', 'Ruby', 'SQL', 'React', 'Azure', 'Javascript']","['Bash', 'Java', 'C++', 'Oracle']",Full Stack Developer
472,472,Computer Science,San Francisco,"['Swift', 'Spring', 'Oracle', 'Java', 'SQL']",['Javascript'],DevOps Engineer
473,473,Information Science,NYC,"['C', 'Ruby', 'Oracle', 'PostGres', 'Scikit-learn', 'Python', 'SQL']",['AWS'],Systems administrator
474,474,Computer Science,NYC,"['Javascript', 'SQL', 'Azure']",['C++'],Web Developer
475,475,Data Science,Seattle,"['C', 'Angular', 'Javascript', 'Scala', 'HTML/CSS', 'Node.js', 'MySQLWorkbench', 'AWS', 'Azure', 'Oracle', 'Python', 'SQL']",[],Database Application Specialist
476,476,Computer Science,Boston,"['Bash', 'Python', 'Scala', 'Swift', 'Angular', 'Azure', 'Spring', 'Scikit-learn', 'AWS', 'Java']",['SQL'],Back-end developer
477,477,Data Science,San Francisco,"['SQL', 'Scikit-learn', 'AWS', 'Python']","['Java', 'PostGres']",Data Scientist
478,478,Information Science,NYC,"['R', 'Python', 'Swift', 'C', 'Bash', 'Azure']",['Java'],Data Analyst
479,479,Cyber Security,Houston,"['Scala', 'Ruby', 'HTML/CSS', 'Python', 'C++', 'Bash', 'C', 'MySQLWorkbench', 'Spring', 'Oracle', 'Azure', 'Javascript', 'Java', 'SQL']",['Node.js'],Information Security Analyst
480,480,Computer Science,Boston,"['Ruby', 'React', 'Javascript', 'Java', 'Node.js', 'Python', 'Scikit-learn', 'Oracle', 'SQL']","['C++', 'HTML/CSS']",Full Stack Developer
481,481,Data Science,Seattle,"['Scala', 'Swift', 'PostGres', 'AWS', 'Python', 'SQL']",['Java'],Data Architect
482,482,Computer Science,Houston,"['Bash', 'C++', 'R', 'NumPy', 'Spring', 'Python', 'Java']",['Javascript'],Software Engineer
483,483,Information Science,San Francisco,"['Javascript', 'Swift', 'C', 'Ruby', 'NumPy', 'Python']",['C++'],Data Engineer
484,484,Data Science,San Francisco,"['Swift', 'Bash', 'Ruby', 'HTML/CSS', 'R', 'SQL', 'Javascript', 'Oracle', 'MySQLWorkbench', 'Python']",['NumPy'],Data Scientist
485,485,Computer Science,Boston,"['Swift', 'AWS', 'MySQLWorkbench', 'Python', 'SQL']","['PostGres', 'HTML/CSS']",Software Engineer
486,486,Computer Science,Seattle,"['Python', 'Java', 'Scala', 'HTML/CSS', 'C', 'C++', 'Node.js', 'AWS', 'PostGres', 'Javascript', 'SQL']",['Ruby'],Full Stack Developer
487,487,Cyber Security,NYC,"['Swift', 'Ruby', 'Scikit-learn', 'Spring', 'AWS', 'Python', 'Java']",[],Penetration Tester
488,488,Computer Science,San Francisco,"['Python', 'Swift', 'Oracle', 'SQL']",['Javascript'],IOS Developer
489,489,Data Science,Seattle,"['C++', 'Javascript', 'SQL', 'Scala', 'Java', 'HTML/CSS', 'Ruby', 'Oracle', 'Azure', 'MySQLWorkbench']",['PostGres'],Data Analyst
490,490,Information Science,Boston,"['Node.js', 'Javascript', 'C++', 'Bash', 'Scala', 'Java', 'Spring', 'PostGres', 'SQL']",['Swift'],Data Analyst
491,491,Information Science,Seattle,"['Node.js', 'Javascript', 'C', 'NumPy', 'Oracle', 'Spring', 'Scikit-learn', 'Python', 'Java', 'SQL']","['Bash', 'Angular']",Data Engineer
492,492,Cyber Security,Seattle,"['SQL', 'Python', 'Swift', 'C++', 'C', 'PostGres', 'NumPy', 'Oracle']",['Scala'],Data Recovery Professional
493,493,Information Science,Houston,"['R', 'Ruby', 'HTML/CSS', 'Java', 'Spring', 'AWS', 'Scikit-learn', 'Javascript', 'Python']","['SQL', 'Node.js']",Database Applications Specialist
494,494,Information Science,NYC,"['Angular', 'Scala', 'Node.js', 'SQL', 'R', 'React', 'NumPy', 'Azure', 'Javascript', 'Python']","['C++', 'PostGres']",Data Analyst
495,495,Cyber Security,Seattle,"['Swift', 'Java', 'React', 'Ruby', 'Oracle', 'Scikit-learn', 'NumPy', 'Javascript', 'Python', 'SQL']","['Angular', 'AWS', 'Bash']",Data Recovery Professional
496,496,Information Science,NYC,"['R', 'Node.js', 'Scala', 'Oracle', 'Javascript', 'SQL']","['Bash', 'Python']",Data Analyst
497,497,Computer Science,Boston,"['React', 'Ruby', 'Node.js', 'C++', 'R', 'Scikit-learn', 'NumPy', 'Oracle', 'MySQLWorkbench', 'Javascript', 'Python', 'SQL']",['Scala'],Full Stack Developer
498,498,Cyber Security,Seattle,"['Scala', 'R', 'Swift', 'HTML/CSS', 'Angular', 'C', 'SQL']","['Java', 'PostGres']",Information Security Analyst
499,499,Information Science,San Francisco,"['Python', 'Scala', 'React', 'AWS', 'Javascript']",['Node.js'],Database Applications Specialist
500,500,Computer Science,Boston,"['Swift', 'Javascript', 'Scikit-learn', 'PostGres', 'Azure', 'Python', 'SQL']","['Scala', 'MySQLWorkbench']",Full Stack Developer
501,501,Data Science,Houston,"['R', 'MySQLWorkbench', 'Azure', 'Scikit-learn', 'Python', 'SQL']",['Swift'],Data Analyst
502,502,Information Science,NYC,"['SQL', 'HTML/CSS', 'Ruby', 'Angular', 'Azure', 'AWS', 'PostGres', 'Python']","['Bash', 'C++', 'Oracle', 'Scala']",Data Engineer
503,503,Information Science,Houston,"['Swift', 'Java', 'Scikit-learn', 'Python']",['Scala'],Systems administrator
504,504,Computer Science,Boston,"['Python', 'Swift', 'Angular', 'R', 'C', 'React', 'Java', 'Spring', 'Javascript']","['Ruby', 'Azure']",UI Developer
505,505,Data Science,Boston,"['React', 'Bash', 'AWS', 'PostGres', 'Azure', 'Javascript', 'Python', 'SQL']","['Spring', 'Java', 'HTML/CSS']",Data Scientist
506,506,Data Science,Boston,"['C', 'Java', 'Scala', 'HTML/CSS', 'Node.js', 'Oracle', 'Scikit-learn', 'Javascript', 'Python', 'SQL']",['React'],Data Analyst
507,507,Data Science,NYC,"['Python', 'Bash', 'Javascript', 'React', 'Angular', 'AWS', 'Azure', 'Spring', 'PostGres', 'Java', 'SQL']",['Scala'],Data Engineer
508,508,Information Science,Houston,"['SQL', 'React', 'Ruby', 'PostGres', 'AWS', 'Javascript']","['Scikit-learn', 'MySQLWorkbench', 'Node.js', 'Python']",Data Engineer
509,509,Information Science,Boston,"['Ruby', 'HTML/CSS', 'NumPy', 'PostGres', 'Python', 'SQL']","['C', 'Azure']",Intelligence Specialist
510,510,Computer Science,San Francisco,"['C++', 'Bash', 'Java', 'Swift', 'Spring', 'PostGres', 'Python', 'SQL']","['C', 'NumPy', 'React', 'Javascript']",IOS Developer
511,511,Data Science,Boston,"['Node.js', 'Javascript', 'AWS', 'Python']",['Scala'],Machine Learning Engineer
512,512,Cyber Security,San Francisco,"['Bash', 'HTML/CSS', 'NumPy', 'MySQLWorkbench', 'Oracle', 'Python', 'SQL']",[],Network Security Engineer
513,513,Computer Science,Boston,"['React', 'Java', 'Oracle', 'NumPy', 'Javascript', 'Python', 'SQL']",['Scikit-learn'],Full Stack Developer
514,514,Data Science,NYC,"['Node.js', 'React', 'Scala', 'Bash', 'Python', 'AWS', 'PostGres', 'Javascript', 'SQL']",[],Machine Learning Engineer
515,515,Cyber Security,NYC,"['Javascript', 'C++', 'AWS', 'Oracle', 'Python', 'SQL']",['Ruby'],Data Recovery Professional
516,516,Computer Science,San Francisco,"['Swift', 'Bash', 'Node.js', 'Javascript', 'Java', 'PostGres', 'NumPy', 'Azure', 'Python', 'SQL']","['Scikit-learn', 'Ruby']",Full Stack Developer
517,517,Information Science,Boston,"['C', 'Bash', 'AWS', 'Javascript']","['Python', 'React']",Systems analyst
518,518,Computer Science,Seattle,"['Angular', 'Scala', 'Python', 'C', 'NumPy']",['Javascript'],Software Engineer
519,519,Data Science,Boston,"['Node.js', 'R', 'Python', 'Ruby', 'AWS', 'Javascript']","['Swift', 'PostGres', 'SQL']",Machine Learning Engineer
520,520,Data Science,NYC,"['Javascript', 'Python', 'Oracle', 'Spring', 'Java', 'SQL']",['NumPy'],Machine Learning Engineer
521,521,Information Science,Houston,"['Node.js', 'Angular', 'Bash', 'Java', 'AWS', 'Spring', 'Javascript', 'Python', 'SQL']","['Scikit-learn', 'MySQLWorkbench']",Systems analyst
522,522,Data Science,San Francisco,"['Scala', 'Node.js', 'Scikit-learn', 'Azure', 'Javascript', 'Python']","['SQL', 'Swift']",Machine Learning Engineer
523,523,Cyber Security,Houston,"['Swift', 'R', 'React', 'Angular', 'Scala', 'MySQLWorkbench', 'AWS', 'NumPy', 'PostGres', 'Javascript', 'Python', 'SQL']","['C++', 'C']",Penetration Tester
524,524,Data Science,Boston,"['Swift', 'Python', 'Spring', 'Java']",['Javascript'],Data Architect
525,525,Computer Science,Houston,"['C', 'R', 'SQL', 'C++', 'Spring', 'Scikit-learn', 'Python', 'Java']",['AWS'],Software Engineer
526,526,Data Science,Seattle,"['Angular', 'C', 'Bash', 'Scala', 'Python', 'Node.js', 'AWS', 'Azure', 'Javascript', 'SQL']",['PostGres'],Data Architect
527,527,Computer Science,San Francisco,"['R', 'HTML/CSS', 'Node.js', 'Javascript', 'Swift', 'C', 'React', 'Spring', 'Oracle', 'Java', 'SQL']",['Python'],Full Stack Developer
528,528,Cyber Security,Houston,"['R', 'Bash', 'Node.js', 'Javascript', 'React', 'MySQLWorkbench', 'SQL']","['Angular', 'PostGres', 'Ruby']",Network Security Engineer
529,529,Information Science,NYC,"['Javascript', 'React', 'Node.js', 'Python', 'Spring', 'MySQLWorkbench', 'Oracle', 'PostGres', 'Java', 'SQL']",[],Data Analyst
530,530,Computer Science,Seattle,"['Javascript', 'Java', 'Swift', 'Python', 'React', 'Scikit-learn', 'AWS', 'SQL']","['Azure', 'PostGres']",Full Stack Developer
531,531,Computer Science,NYC,"['R', 'Oracle', 'PostGres', 'SQL']",['C'],Software Engineer
532,532,Data Science,San Francisco,"['Python', 'Node.js', 'Spring', 'NumPy', 'Azure', 'Javascript', 'Java']","['Swift', 'C++']",Data Analyst
533,533,Cyber Security,NYC,"['Angular', 'Spring', 'Javascript', 'Java']","['React', 'Ruby']",Information Security Analyst
534,534,Computer Science,Seattle,"['R', 'Node.js', 'Bash', 'C', 'Swift', 'NumPy', 'Azure', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']",['MySQLWorkbench'],Full Stack Developer
535,535,Information Science,NYC,"['Swift', 'C', 'Azure', 'Spring', 'Python', 'Java']",['NumPy'],Systems analyst
536,536,Data Science,Boston,"['Swift', 'C', 'React', 'Java', 'HTML/CSS', 'Azure', 'AWS', 'Scikit-learn', 'Javascript', 'Python', 'SQL']",['PostGres'],Data Scientist
537,537,Data Science,San Francisco,"['HTML/CSS', 'Javascript', 'Scala', 'Swift', 'Python', 'MySQLWorkbench', 'SQL']","['R', 'Node.js']",Data Engineer
538,538,Computer Science,NYC,"['HTML/CSS', 'Javascript', 'C++', 'Ruby', 'Python', 'Bash', 'NumPy']","['React', 'R']",Javascript Developer
539,539,Computer Science,Houston,"['HTML/CSS', 'Python', 'Java', 'Angular', 'Swift', 'PostGres', 'Azure', 'AWS', 'SQL']",['MySQLWorkbench'],Full Stack Developer
